code_a,name_a,code_b,name_b,km
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.291.09.05,Ait Bouyahia El Hajjama,3.62
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.291.09.07,Ait Malek,18.47
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.291.09.11,M'qam Tolba,34.38
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.291.09.19,Ait Ali Ou Lahcen,25.77
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.441.01.11,Shoul,9.23
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.491.03.07,Kceibya,0.82
04.291.09.03,Ait Belkacem,04.291.09.05,Ait Bouyahia El Hajjama,12.05
04.291.09.03,Ait Belkacem,04.291.09.09,Khemis Sidi Yahya,10.76
04.291.09.03,Ait Belkacem,04.441.01.11,Shoul,2.21
04.291.09.05,Ait Bouyahia El Hajjama,04.291.09.09,Khemis Sidi Yahya,4.31
04.291.09.05,Ait Bouyahia El Hajjama,04.291.09.11,M'qam Tolba,10.5
04.291.09.07,Ait Malek,04.291.09.19,Ait Ali Ou Lahcen,17.77
04.291.09.07,Ait Malek,04.441.01.11,Shoul,12.82
04.291.09.11,M'qam Tolba,04.291.09.13,Sidi Abderrazak,34.75
04.291.09.11,M'qam Tolba,04.491.03.07,Kceibya,5.47
04.291.09.13,Sidi Abderrazak,04.491.03.07,Kceibya,0.74
04.291.09.13,Sidi Abderrazak,04.491.05.05,Dar Bel Amri,15.93
04.291.09.19,Ait Ali Ou Lahcen,04.441.01.11,Shoul,8.26
04.291.09.19,Ait Ali Ou Lahcen,04.441.01.13,Ameur,10.18
04.421.01.0,Rabat,04.421.01.07,Touarga,5.18
04.421.01.0,Rabat,04.441.01.0,Salé,17.22
04.421.01.0,Rabat,04.501.01.03,Harhoura,3.56
04.421.01.0,Rabat,04.501.01.07,Témara,9.5
04.421.01.0,Rabat,04.501.03.01,El Menzeh,3.11
04.421.01.0,Rabat,04.501.03.03,Oumazza,5.97
04.441.01.0,Salé,04.441.01.11,Shoul,14.32
04.441.01.0,Salé,04.441.01.13,Ameur,15.41
04.441.01.0,Salé,04.501.03.03,Oumazza,4.5
04.441.01.08,Sidi Bouknadel,04.441.01.13,Ameur,6.47
04.441.01.11,Shoul,04.441.01.13,Ameur,11.03
04.441.01.11,Shoul,04.501.03.03,Oumazza,8.82
04.481.01.01,Dar Gueddari,04.481.11.03,Dar Laaslouji,1.75
04.481.01.01,Dar Gueddari,04.481.11.05,Rmilat,8.92
04.481.01.01,Dar Gueddari,04.491.03.17,Ameur Chamalia,2.61
04.481.01.03,Had Kourt,04.481.03.09,Moulay Abdelkader,4.02
04.481.01.03,Had Kourt,04.481.03.17,Sidi Azzouz,7.6
04.481.01.05,Jorf El Melha,04.481.07.07,Lamrabih,7.57
04.481.01.07,Mechraa Bel Ksiri,04.481.05.07,Nouirate,6.97
04.481.01.07,Mechraa Bel Ksiri,04.481.05.09,Sefsaf,6.07
04.481.01.11,Sidi Kacem,04.481.09.05,Chbanate,10.69
04.481.01.11,Sidi Kacem,04.481.09.13,Zirara,9.64
04.481.03.01,Ain Dfali,04.481.03.03,Bni Oual,20.29
04.481.03.01,Ain Dfali,04.481.03.17,Sidi Azzouz,27.36
04.481.03.01,Ain Dfali,04.481.07.07,Lamrabih,16.33
04.481.03.01,Ain Dfali,04.481.07.11,Oulad Nouel,1.13
04.481.03.03,Bni Oual,04.481.03.09,Moulay Abdelkader,11.53
04.481.03.09,Moulay Abdelkader,04.481.03.13,Sidi Ahmed Benaissa,19.53
04.481.03.09,Moulay Abdelkader,04.481.03.17,Sidi Azzouz,15.9
04.481.03.09,Moulay Abdelkader,04.481.05.07,Nouirate,6.8
04.481.03.13,Sidi Ahmed Benaissa,04.481.03.15,Sidi Ameur Al Hadi,11.79
04.481.03.17,Sidi Azzouz,04.481.05.01,Al Haouafate,10.5
04.481.03.17,Sidi Azzouz,04.481.05.07,Nouirate,8.78
04.481.03.17,Sidi Azzouz,04.481.07.11,Oulad Nouel,26.33
04.481.03.17,Sidi Azzouz,04.481.07.19,Sidi M'hamed Chelh,15.86
04.481.03.17,Sidi Azzouz,04.491.05.13,Ouled H'cine,15.71
04.481.05.01,Al Haouafate,04.481.05.07,Nouirate,4.52
04.481.05.01,Al Haouafate,04.481.05.09,Sefsaf,18.94
04.481.05.01,Al Haouafate,04.481.11.03,Dar Laaslouji,14.32
04.481.05.01,Al Haouafate,04.481.11.05,Rmilat,14.44
04.481.05.01,Al Haouafate,04.491.05.09,M'saada,6.25
04.481.05.01,Al Haouafate,04.491.05.13,Ouled H'cine,2.7
04.481.05.07,Nouirate,04.481.05.09,Sefsaf,27.48
04.481.05.09,Sefsaf,04.481.11.05,Rmilat,1.63
04.481.05.09,Sefsaf,04.481.11.11,Sidi Al Kamel,14.08
04.481.07.05,Khnichet,04.481.07.07,Lamrabih,3.08
04.481.07.05,Khnichet,04.481.07.11,Oulad Nouel,32.3
04.481.07.05,Khnichet,04.481.07.19,Sidi M'hamed Chelh,6.32
04.481.07.05,Khnichet,04.481.07.21,Taoughilt,5.82
04.481.07.05,Khnichet,04.481.09.03,Bir Taleb,16.03
04.481.07.05,Khnichet,04.481.09.09,Tekna,7.16
04.481.07.05,Khnichet,04.491.05.13,Ouled H'cine,21.68
04.481.07.07,Lamrabih,04.481.07.11,Oulad Nouel,6.69
04.481.07.07,Lamrabih,04.481.07.21,Taoughilt,23.25
04.481.07.11,Oulad Nouel,04.481.07.19,Sidi M'hamed Chelh,10.33
04.481.07.19,Sidi M'hamed Chelh,04.491.05.13,Ouled H'cine,17.27
04.481.07.21,Taoughilt,04.481.09.09,Tekna,17.11
04.481.09.01,Bab Tiouka,04.481.09.03,Bir Taleb,7.55
04.481.09.01,Bab Tiouka,04.481.09.05,Chbanate,13.8
04.481.09.01,Bab Tiouka,04.481.09.07,Selfat,3.89
04.481.09.01,Bab Tiouka,04.481.09.09,Tekna,9.98
04.481.09.01,Bab Tiouka,04.481.09.11,Zaggota,28.36
04.481.09.01,Bab Tiouka,04.481.09.13,Zirara,0.48
04.481.09.03,Bir Taleb,04.481.09.05,Chbanate,9.48
04.481.09.03,Bir Taleb,04.481.09.09,Tekna,12.53
04.481.09.03,Bir Taleb,04.491.05.13,Ouled H'cine,6.08
04.481.09.05,Chbanate,04.481.09.13,Zirara,12.46
04.481.09.05,Chbanate,04.491.05.09,M'saada,3.47
04.481.09.05,Chbanate,04.491.05.11,Ouled Ben Hammadi,6.19
04.481.09.05,Chbanate,04.491.05.13,Ouled H'cine,9.53
04.481.09.07,Selfat,04.481.09.09,Tekna,10.6
04.481.09.07,Selfat,04.481.09.11,Zaggota,12.87
04.481.09.13,Zirara,04.491.05.11,Ouled Ben Hammadi,6.37
04.481.11.03,Dar Laaslouji,04.481.11.05,Rmilat,6.73
04.481.11.03,Dar Laaslouji,04.491.03.07,Kceibya,1.86
04.481.11.03,Dar Laaslouji,04.491.03.15,Sfafaa,16.08
04.481.11.03,Dar Laaslouji,04.491.05.03,Boumaiz,2.97
04.481.11.03,Dar Laaslouji,04.491.05.09,M'saada,19.06
04.481.11.05,Rmilat,04.481.11.11,Sidi Al Kamel,15.97
04.481.11.05,Rmilat,04.491.03.07,Kceibya,8.62
04.481.11.05,Rmilat,04.491.03.17,Ameur Chamalia,19.32
04.491.01.07,Sidi Slimane,04.491.05.01,Azghar,6.54
04.491.01.07,Sidi Slimane,04.491.05.03,Boumaiz,9.96
04.491.01.07,Sidi Slimane,04.491.05.05,Dar Bel Amri,3.57
04.491.01.09,Sidi Yahia El Gharb,04.491.03.17,Ameur Chamalia,12.47
04.491.03.07,Kceibya,04.491.03.15,Sfafaa,7.15
04.491.03.07,Kceibya,04.491.03.17,Ameur Chamalia,34.51
04.491.03.07,Kceibya,04.491.05.03,Boumaiz,5.86
04.491.03.07,Kceibya,04.491.05.05,Dar Bel Amri,19.18
04.491.03.15,Sfafaa,04.491.05.03,Boumaiz,17.98
04.491.05.01,Azghar,04.491.05.03,Boumaiz,1.97
04.491.05.01,Azghar,04.491.05.05,Dar Bel Amri,22.85
04.491.05.01,Azghar,04.491.05.11,Ouled Ben Hammadi,12.58
04.491.05.03,Boumaiz,04.491.05.05,Dar Bel Amri,12.34
04.491.05.03,Boumaiz,04.491.05.09,M'saada,5.16
04.491.05.03,Boumaiz,04.491.05.11,Ouled Ben Hammadi,9.1
04.491.05.09,M'saada,04.491.05.11,Ouled Ben Hammadi,6.38
04.491.05.09,M'saada,04.491.05.13,Ouled H'cine,15.88
04.501.01.01,Ain El Aouda,04.501.03.01,El Menzeh,5.07
04.501.01.01,Ain El Aouda,04.501.03.03,Oumazza,16.91
04.501.01.01,Ain El Aouda,04.501.03.11,Sidi Yahya Zaer,3.26
04.501.01.03,Harhoura,04.501.01.05,Skhirate,0.91
04.501.01.03,Harhoura,04.501.01.07,Témara,2.63
04.501.01.03,Harhoura,04.501.01.09,Ain Attig,6.3
04.501.01.05,Skhirate,04.501.01.09,Ain Attig,4.19
04.501.01.05,Skhirate,04.501.05.05,Sabbah,11.5
04.501.01.05,Skhirate,06.111.05.05,Charrate,4.78
04.501.01.07,Témara,04.501.01.09,Ain Attig,9.34
04.501.01.07,Témara,04.501.03.01,El Menzeh,4.59
04.501.01.07,Témara,04.501.05.03,Mers El Kheir,9.78
04.501.01.09,Ain Attig,04.501.03.11,Sidi Yahya Zaer,1.88
04.501.01.09,Ain Attig,04.501.05.03,Mers El Kheir,2.29
04.501.01.09,Ain Attig,04.501.05.05,Sabbah,6.36
04.501.03.01,El Menzeh,04.501.03.03,Oumazza,12.86
04.501.03.01,El Menzeh,04.501.03.11,Sidi Yahya Zaer,14.37
04.501.03.01,El Menzeh,04.501.05.03,Mers El Kheir,2.95
04.501.03.03,Oumazza,04.501.03.11,Sidi Yahya Zaer,19.25
04.501.03.11,Sidi Yahya Zaer,04.501.05.03,Mers El Kheir,5.75
04.501.03.11,Sidi Yahya Zaer,04.501.05.05,Sabbah,18.32
04.501.03.11,Sidi Yahya Zaer,06.111.05.03,Ain Tizgha,22.97
04.501.03.11,Sidi Yahya Zaer,06.111.05.04,Sidi Bettache,30.32
04.501.05.05,Sabbah,06.111.05.03,Ain Tizgha,2.46
04.501.05.05,Sabbah,06.111.05.05,Charrate,8.89
05.081.01.01,Azilal,05.081.03.01,Agoudi N'lkhair,6.86
05.081.01.01,Azilal,05.081.03.11,Tamda Noumercid,7.06
05.081.01.03,Demnate,05.081.15.11,Imlil,13.64
05.081.01.03,Demnate,05.081.15.21,Tifni,0.11
05.081.03.01,Agoudi N'lkhair,05.081.03.07,Ait M'hamed,20.88
05.081.03.01,Agoudi N'lkhair,05.081.03.11,Tamda Noumercid,21.73
05.081.03.01,Agoudi N'lkhair,05.081.05.19,Taounza,10.74
05.081.03.01,Agoudi N'lkhair,05.081.09.03,Ait Mazigh,19.26
05.081.03.01,Agoudi N'lkhair,05.081.09.11,Bin El Ouidane,10.96
05.081.03.03,Ait Abbas,05.081.03.05,Ait Bou Oulli,13.51
05.081.03.03,Ait Abbas,05.081.03.07,Ait M'hamed,28.38
05.081.03.03,Ait Abbas,05.081.03.09,Tabant,10.92
05.081.03.03,Ait Abbas,05.081.15.01,Ait Blal,6.3
05.081.03.03,Ait Abbas,05.081.15.13,Ouaoula,17.68
05.081.03.05,Ait Bou Oulli,05.081.03.09,Tabant,12.36
05.081.03.05,Ait Bou Oulli,05.081.13.07,Ait Tamlil,21.77
05.081.03.05,Ait Bou Oulli,05.081.15.01,Ait Blal,13.24
05.081.03.05,Ait Bou Oulli,05.081.15.15,Sidi Boulkhalf,2.61
05.081.03.05,Ait Bou Oulli,08.401.07.05,Imi-N'oulaoune,24.88
05.081.03.07,Ait M'hamed,05.081.03.09,Tabant,21.75
05.081.03.07,Ait M'hamed,05.081.03.11,Tamda Noumercid,19.08
05.081.03.07,Ait M'hamed,05.081.03.13,Zaouiat Ahansal,16.11
05.081.03.07,Ait M'hamed,05.081.05.01,Ait Taguella,6.01
05.081.03.07,Ait M'hamed,05.081.09.03,Ait Mazigh,8.45
05.081.03.07,Ait M'hamed,05.081.15.13,Ouaoula,1.43
05.081.03.09,Tabant,05.081.03.13,Zaouiat Ahansal,29.57
05.081.03.09,Tabant,08.401.07.05,Imi-N'oulaoune,3.85
05.081.03.09,Tabant,08.577.09.15,Ighil N'oumgoun,33.32
05.081.03.11,Tamda Noumercid,05.081.05.01,Ait Taguella,19.48
05.081.03.11,Tamda Noumercid,05.081.05.19,Taounza,3.83
05.081.03.13,Zaouiat Ahansal,05.081.09.03,Ait Mazigh,1.81
05.081.03.13,Zaouiat Ahansal,05.081.09.09,Anergui,7.85
05.081.03.13,Zaouiat Ahansal,05.081.09.23,Tilougguite,35.23
05.081.03.13,Zaouiat Ahansal,08.363.15.07,Imilchil,18.2
05.081.03.13,Zaouiat Ahansal,08.577.05.05,Ait Sedrate Jbel El Oulia,11.84
05.081.03.13,Zaouiat Ahansal,08.577.05.21,M'semrir,13.11
05.081.03.13,Zaouiat Ahansal,08.577.05.29,Tilmi,14.86
05.081.03.13,Zaouiat Ahansal,08.577.09.15,Ighil N'oumgoun,2.07
05.081.05.01,Ait Taguella,05.081.05.11,Moulay Aissa Ben Driss,5.04
05.081.05.01,Ait Taguella,05.081.05.15,Tabia,8.39
05.081.05.01,Ait Taguella,05.081.05.17,Tanant,9.15
05.081.05.01,Ait Taguella,05.081.05.19,Taounza,4.13
05.081.05.01,Ait Taguella,05.081.15.13,Ouaoula,9.87
05.081.05.05,Bni Hassane,05.081.05.07,Bzou,10.16
05.081.05.05,Bni Hassane,05.081.05.09,Foum Jemaa,13.04
05.081.05.05,Bni Hassane,05.081.05.13,Rfala,8.17
05.081.05.05,Bni Hassane,05.081.05.15,Tabia,14.43
05.081.05.05,Bni Hassane,05.081.05.21,Tisqi,8.21
05.081.05.07,Bzou,05.081.05.09,Foum Jemaa,6.67
05.081.05.07,Bzou,05.081.05.13,Rfala,17.95
05.081.05.07,Bzou,05.255.11.03,Had Boumoussa,9.78
05.081.05.07,Bzou,07.191.09.19,M'zem Sanhaja,5.11
05.081.05.07,Bzou,07.191.13.03,Eddachra,7.27
05.081.05.07,Bzou,07.191.13.17,Oulad Aamer,9.05
05.081.05.07,Bzou,07.191.13.19,Oulad Bouali Loued,0.92
05.081.05.09,Foum Jemaa,05.081.05.15,Tabia,6.09
05.081.05.09,Foum Jemaa,05.081.05.17,Tanant,14.65
05.081.05.09,Foum Jemaa,07.191.09.17,Louad Lakhdar,4.77
05.081.05.09,Foum Jemaa,07.191.09.19,M'zem Sanhaja,6.86
05.081.05.11,Moulay Aissa Ben Driss,05.081.05.13,Rfala,6.82
05.081.05.11,Moulay Aissa Ben Driss,05.081.05.15,Tabia,3.97
05.081.05.11,Moulay Aissa Ben Driss,05.081.05.19,Taounza,21.6
05.081.05.11,Moulay Aissa Ben Driss,05.081.05.21,Tisqi,15.52
05.081.05.11,Moulay Aissa Ben Driss,05.081.11.03,Bni A'yat,6.38
05.081.05.13,Rfala,05.081.05.21,Tisqi,10.86
05.081.05.13,Rfala,05.081.11.03,Bni A'yat,3.82
05.081.05.13,Rfala,05.255.01.09,Ouled Ayad,2.05
05.081.05.13,Rfala,05.255.11.03,Had Boumoussa,18.55
05.081.05.13,Rfala,05.255.11.07,Ouled Nacer,3.22
05.081.05.15,Tabia,05.081.05.17,Tanant,14.52
05.081.05.15,Tabia,05.081.05.21,Tisqi,4.03
05.081.05.17,Tanant,05.081.15.03,Ait Majden,17.17
05.081.05.17,Tanant,05.081.15.13,Ouaoula,13.22
05.081.05.17,Tanant,07.191.09.17,Louad Lakhdar,5.05
05.081.05.17,Tanant,07.191.09.29,Sour El Aaz,4.61
05.081.05.19,Taounza,05.081.09.11,Bin El Ouidane,8.48
05.081.05.19,Taounza,05.081.11.03,Bni A'yat,8.56
05.081.05.19,Taounza,05.081.11.05,Ait Ouaarda,10.57
05.081.09.03,Ait Mazigh,05.081.09.11,Bin El Ouidane,10.45
05.081.09.03,Ait Mazigh,05.081.09.15,Ouaouizeght,6.06
05.081.09.03,Ait Mazigh,05.081.09.17,Tabaroucht,6.92
05.081.09.03,Ait Mazigh,05.081.09.23,Tilougguite,24.14
05.081.09.07,Ait Ouqabli,05.081.09.19,Tagleft,22.25
05.081.09.07,Ait Ouqabli,05.081.09.21,Tiffert N'ait Hamza,25.75
05.081.09.07,Ait Ouqabli,05.091.07.11,Naour,4.97
05.081.09.07,Ait Ouqabli,05.091.07.13,Taghzirt,4.91
05.081.09.07,Ait Ouqabli,05.091.07.15,Tanougha,4.59
05.081.09.09,Anergui,05.081.09.19,Tagleft,17.68
05.081.09.09,Anergui,05.081.09.23,Tilougguite,18.56
05.081.09.09,Anergui,05.091.05.05,Boutferda,13.91
05.081.09.09,Anergui,08.363.15.07,Imilchil,23.97
05.081.09.11,Bin El Ouidane,05.081.09.15,Ouaouizeght,10.44
05.081.09.11,Bin El Ouidane,05.081.11.05,Ait Ouaarda,14
05.081.09.11,Bin El Ouidane,05.081.11.25,Timoulilt,4.47
05.081.09.11,Bin El Ouidane,05.091.03.01,Foum Oudi,0.6
05.081.09.13,Isseksi,05.081.09.15,Ouaouizeght,16.11
05.081.09.13,Isseksi,05.081.09.17,Tabaroucht,6.55
05.081.09.13,Isseksi,05.081.09.19,Tagleft,12.06
05.081.09.13,Isseksi,05.091.03.01,Foum Oudi,7.49
05.081.09.15,Ouaouizeght,05.081.09.17,Tabaroucht,5.87
05.081.09.15,Ouaouizeght,05.091.03.01,Foum Oudi,9.59
05.081.09.17,Tabaroucht,05.081.09.19,Tagleft,17.43
05.081.09.17,Tabaroucht,05.081.09.23,Tilougguite,21.65
05.081.09.19,Tagleft,05.081.09.21,Tiffert N'ait Hamza,17.7
05.081.09.19,Tagleft,05.091.03.01,Foum Oudi,1.13
05.081.09.19,Tagleft,05.091.03.11,Foum El Anceur,23.67
05.081.09.19,Tagleft,05.091.05.05,Boutferda,1.31
05.081.09.19,Tagleft,05.091.07.13,Taghzirt,3.06
05.081.09.21,Tiffert N'ait Hamza,05.091.05.05,Boutferda,23.15
05.081.09.21,Tiffert N'ait Hamza,05.091.05.17,Tizi N'isly,5.39
05.081.09.21,Tiffert N'ait Hamza,05.091.07.11,Naour,1.18
05.081.11.01,Afourar,05.081.11.03,Bni A'yat,6.36
05.081.11.01,Afourar,05.081.11.05,Ait Ouaarda,11.63
05.081.11.01,Afourar,05.081.11.25,Timoulilt,10.89
05.081.11.01,Afourar,05.091.03.05,Ouled M'barek,4
05.081.11.01,Afourar,05.255.05.13,Sidi Hammadi,2
05.081.11.03,Bni A'yat,05.081.11.05,Ait Ouaarda,3.86
05.081.11.03,Bni A'yat,05.255.05.05,Ouled Bourahmoune,5.34
05.081.11.03,Bni A'yat,05.255.05.13,Sidi Hammadi,8.2
05.081.11.03,Bni A'yat,05.255.11.07,Ouled Nacer,16.98
05.081.11.05,Ait Ouaarda,05.081.11.25,Timoulilt,2.08
05.081.11.25,Timoulilt,05.091.03.01,Foum Oudi,9.12
05.081.11.25,Timoulilt,05.091.03.05,Ouled M'barek,5.96
05.081.13.05,Ait Oumdis,05.081.13.07,Ait Tamlil,23.29
05.081.13.05,Ait Oumdis,05.081.13.17,Sidi Yacoub,14.93
05.081.13.05,Ait Oumdis,05.081.15.21,Tifni,16.63
05.081.13.05,Ait Oumdis,07.041.11.03,Ait Aadel,1.66
05.081.13.05,Ait Oumdis,07.041.11.07,Ait Hkim-Ait Yzid,12.4
05.081.13.05,Ait Oumdis,08.401.03.15,Telouet,28.97
05.081.13.07,Ait Tamlil,05.081.15.15,Sidi Boulkhalf,7.59
05.081.13.07,Ait Tamlil,05.081.15.21,Tifni,16.04
05.081.13.07,Ait Tamlil,08.401.03.15,Telouet,1.7
05.081.13.07,Ait Tamlil,08.401.07.01,Ghassate,22.35
05.081.13.07,Ait Tamlil,08.401.07.11,Toundoute,15.3
05.081.13.09,Anzou,05.081.13.17,Sidi Yacoub,12.08
05.081.13.09,Anzou,05.081.13.19,Tidili Fetouaka,18.15
05.081.13.09,Anzou,07.041.11.01,Abadou,1.23
05.081.13.09,Anzou,07.041.11.03,Ait Aadel,17.05
05.081.13.09,Anzou,07.191.05.03,Bouya Omar,7.28
05.081.13.09,Anzou,07.191.07.33,Zemrane Charqia,11.21
05.081.13.17,Sidi Yacoub,05.081.13.19,Tidili Fetouaka,13.86
05.081.13.17,Sidi Yacoub,05.081.15.11,Imlil,5.62
05.081.13.17,Sidi Yacoub,05.081.15.21,Tifni,10.32
05.081.13.17,Sidi Yacoub,07.041.11.03,Ait Aadel,11.74
05.081.13.19,Tidili Fetouaka,05.081.15.11,Imlil,3.87
05.081.13.19,Tidili Fetouaka,07.191.05.03,Bouya Omar,11.19
05.081.13.19,Tidili Fetouaka,07.191.09.01,Assahrij,5.04
05.081.13.19,Tidili Fetouaka,07.191.09.25,Oulad Khallouf,1.99
05.081.15.01,Ait Blal,05.081.15.13,Ouaoula,14.51
05.081.15.01,Ait Blal,05.081.15.15,Sidi Boulkhalf,9.83
05.081.15.03,Ait Majden,05.081.15.11,Imlil,11.74
05.081.15.03,Ait Majden,05.081.15.13,Ouaoula,24.72
05.081.15.03,Ait Majden,05.081.15.15,Sidi Boulkhalf,11.39
05.081.15.03,Ait Majden,05.081.15.21,Tifni,0.26
05.081.15.03,Ait Majden,07.191.09.29,Sour El Aaz,5.74
05.081.15.11,Imlil,05.081.15.21,Tifni,12.41
05.081.15.11,Imlil,07.191.09.25,Oulad Khallouf,11.31
05.081.15.11,Imlil,07.191.09.29,Sour El Aaz,4.94
05.081.15.13,Ouaoula,05.081.15.15,Sidi Boulkhalf,5.57
05.081.15.15,Sidi Boulkhalf,05.081.15.21,Tifni,27.17
05.091.01.01,Béni Mellal,05.091.03.01,Foum Oudi,10.57
05.091.01.01,Béni Mellal,05.091.03.07,Ouled Yaich,2.56
05.091.01.01,Béni Mellal,05.091.03.09,Sidi Jaber,10.83
05.091.01.01,Béni Mellal,05.091.03.11,Foum El Anceur,6.8
05.091.01.03,El Ksiba,05.091.07.07,Dir El Ksiba,14.62
05.091.01.07,Kasba Tadla,05.091.11.01,Guettaya,7.23
05.091.01.07,Kasba Tadla,05.091.11.07,Semguet,10.49
05.091.01.13,Zaouiat Cheikh,05.091.07.03,Ait Oum El Bekht,10.33
05.091.03.01,Foum Oudi,05.091.03.05,Ouled M'barek,12.78
05.091.03.01,Foum Oudi,05.091.03.09,Sidi Jaber,2.77
05.091.03.01,Foum Oudi,05.091.03.11,Foum El Anceur,3.33
05.091.03.03,Ouled Gnaou,05.091.03.05,Ouled M'barek,13.56
05.091.03.03,Ouled Gnaou,05.255.05.11,Sidi Aissa Ben Ali,4.22
05.091.03.03,Ouled Gnaou,05.255.05.13,Sidi Hammadi,7.64
05.091.03.03,Ouled Gnaou,05.255.09.07,Bradia,6.86
05.091.03.05,Ouled M'barek,05.091.03.09,Sidi Jaber,13.36
05.091.03.05,Ouled M'barek,05.255.05.13,Sidi Hammadi,7.88
05.091.03.05,Ouled M'barek,05.255.09.07,Bradia,2.17
05.091.03.07,Ouled Yaich,05.091.03.09,Sidi Jaber,12.57
05.091.03.07,Ouled Yaich,05.091.03.11,Foum El Anceur,10.14
05.091.03.07,Ouled Yaich,05.091.07.13,Taghzirt,7.86
05.091.03.07,Ouled Yaich,05.091.11.01,Guettaya,7.8
05.091.03.07,Ouled Yaich,05.091.11.03,Ouled Youssef,14.09
05.091.03.07,Ouled Yaich,05.091.11.05,Ouled Said Loued,2.76
05.091.03.07,Ouled Yaich,05.255.09.07,Bradia,7.77
05.091.03.09,Sidi Jaber,05.255.09.07,Bradia,20.34
05.091.03.11,Foum El Anceur,05.091.07.13,Taghzirt,21.54
05.091.05.01,Aghbala,05.091.05.05,Boutferda,26.83
05.091.05.01,Aghbala,05.091.05.17,Tizi N'isly,21.7
05.091.05.01,Aghbala,05.301.03.11,Sidi Yahya Ou Saad,15.84
05.091.05.01,Aghbala,08.363.05.21,Sidi Yahia Ou Youssef,16.78
05.091.05.01,Aghbala,08.363.15.07,Imilchil,2.38
05.091.05.01,Aghbala,08.363.17.13,Anemzi,12.07
05.091.05.05,Boutferda,05.091.05.17,Tizi N'isly,30.02
05.091.05.05,Boutferda,08.363.15.07,Imilchil,25.65
05.091.05.17,Tizi N'isly,05.091.07.03,Ait Oum El Bekht,11.25
05.091.05.17,Tizi N'isly,05.091.07.11,Naour,21.5
05.091.05.17,Tizi N'isly,05.301.03.01,Ait Ishaq,5.59
05.091.05.17,Tizi N'isly,05.301.03.09,Ouaoumana,3.27
05.091.05.17,Tizi N'isly,05.301.03.11,Sidi Yahya Ou Saad,11.16
05.091.07.03,Ait Oum El Bekht,05.091.07.07,Dir El Ksiba,38.68
05.091.07.03,Ait Oum El Bekht,05.091.07.11,Naour,8.59
05.091.07.03,Ait Oum El Bekht,05.091.11.07,Semguet,10.04
05.091.07.03,Ait Oum El Bekht,05.301.03.01,Ait Ishaq,7.83
05.091.07.03,Ait Oum El Bekht,05.301.03.09,Ouaoumana,22.99
05.091.07.03,Ait Oum El Bekht,05.301.05.25,Sidi Lamine,6.09
05.091.07.03,Ait Oum El Bekht,05.311.03.05,Bni Zrantel,5.24
05.091.07.07,Dir El Ksiba,05.091.07.11,Naour,19.3
05.091.07.07,Dir El Ksiba,05.091.07.15,Tanougha,9.41
05.091.07.07,Dir El Ksiba,05.091.11.01,Guettaya,3.88
05.091.07.07,Dir El Ksiba,05.091.11.07,Semguet,19.26
05.091.07.11,Naour,05.091.07.15,Tanougha,14.8
05.091.07.13,Taghzirt,05.091.07.15,Tanougha,21.33
05.091.07.13,Taghzirt,05.091.11.01,Guettaya,5.6
05.091.07.15,Tanougha,05.091.11.01,Guettaya,2.81
05.091.11.01,Guettaya,05.091.11.05,Ouled Said Loued,28.34
05.091.11.01,Guettaya,05.091.11.07,Semguet,15.02
05.091.11.01,Guettaya,05.311.03.11,Oulad Gouaouch,8.05
05.091.11.03,Ouled Youssef,05.091.11.05,Ouled Said Loued,43.02
05.091.11.03,Ouled Youssef,05.255.09.01,Khalfia,30.68
05.091.11.03,Ouled Youssef,05.255.09.07,Bradia,1.06
05.091.11.03,Ouled Youssef,05.255.09.11,Krifate,4.62
05.091.11.03,Ouled Youssef,05.311.07.03,Bni Smir,6.54
05.091.11.05,Ouled Said Loued,05.311.03.01,Ain Kaicher,11.91
05.091.11.05,Ouled Said Loued,05.311.03.11,Oulad Gouaouch,1.4
05.091.11.05,Ouled Said Loued,05.311.03.15,Tachraft,8.21
05.091.11.05,Ouled Said Loued,05.311.07.03,Bni Smir,4.17
05.091.11.07,Semguet,05.311.03.05,Bni Zrantel,19.28
05.091.11.07,Semguet,05.311.03.11,Oulad Gouaouch,6.49
05.255.01.05,Fquih Ben Salah,05.255.09.11,Krifate,23.24
05.255.01.09,Ouled Ayad,05.255.11.07,Ouled Nacer,8.18
05.255.01.11,Souk Sebt Ouled Nemma,05.255.05.05,Ouled Bourahmoune,7.53
05.255.01.11,Souk Sebt Ouled Nemma,05.255.11.07,Ouled Nacer,5.81
05.255.05.05,Ouled Bourahmoune,05.255.05.09,Ouled Zmam,5.29
05.255.05.05,Ouled Bourahmoune,05.255.05.11,Sidi Aissa Ben Ali,14.1
05.255.05.05,Ouled Bourahmoune,05.255.05.13,Sidi Hammadi,6.9
05.255.05.05,Ouled Bourahmoune,05.255.11.07,Ouled Nacer,11.41
05.255.05.09,Ouled Zmam,05.255.05.11,Sidi Aissa Ben Ali,17.16
05.255.05.09,Ouled Zmam,05.255.09.03,Bni Chegdale,6.6
05.255.05.09,Ouled Zmam,05.255.09.09,Hel Merbaa,14.63
