code_a,name_a,code_b,name_b,km
08.363.07.11,Amersid,08.363.09.01,En-Nzala,40.36
08.363.07.17,Itzer,08.363.07.29,Zaida,19.96
08.363.07.19,Mibladen,08.363.07.29,Zaida,15.2
08.363.09.01,En-Nzala,08.363.09.03,Gourrama,34.05
08.363.09.01,En-Nzala,08.363.09.05,Guers Tiaallaline,23.29
08.363.09.01,En-Nzala,08.363.09.11,Sidi Aayad,28.02
08.363.09.01,En-Nzala,08.363.09.13,Zaouiat Sidi Hamza,15.27
08.363.09.03,Gourrama,08.363.09.05,Guers Tiaallaline,21.7
08.363.09.03,Gourrama,08.363.09.07,Guir,51.75
08.363.09.05,Guers Tiaallaline,08.363.09.07,Guir,1.66
08.363.09.05,Guers Tiaallaline,08.363.09.09,M'zizel,20.72
08.363.09.05,Guers Tiaallaline,08.363.09.11,Sidi Aayad,7.73
08.363.09.09,M'zizel,08.363.09.11,Sidi Aayad,25.14
08.363.09.09,M'zizel,08.363.15.03,Amouguer,14.89
08.363.09.11,Sidi Aayad,08.363.09.13,Zaouiat Sidi Hamza,22.7
08.363.09.11,Sidi Aayad,08.363.15.03,Amouguer,10.54
08.363.09.13,Zaouiat Sidi Hamza,08.363.15.03,Amouguer,11.89
08.363.09.13,Zaouiat Sidi Hamza,08.363.17.03,Agoudim,23.99
08.363.09.13,Zaouiat Sidi Hamza,08.363.17.27,Tounfite,10.14
08.363.15.01,Ait Yahya,08.363.15.03,Amouguer,21.13
08.363.15.01,Ait Yahya,08.363.15.07,Imilchil,2.16
08.363.15.01,Ait Yahya,08.363.15.09,Outerbat,33.44
08.363.15.01,Ait Yahya,08.363.17.03,Agoudim,24.39
08.363.15.01,Ait Yahya,08.363.17.13,Anemzi,19.66
08.363.15.03,Amouguer,08.363.15.09,Outerbat,12.18
08.363.15.03,Amouguer,08.363.17.03,Agoudim,12.97
08.363.15.03,Amouguer,08.577.03.05,Assoul,14.12
08.363.15.05,Bou-Azmou,08.363.15.07,Imilchil,37.51
08.363.15.05,Bou-Azmou,08.363.15.09,Outerbat,23.77
08.363.15.05,Bou-Azmou,08.577.03.01,Ait Hani,10.79
08.363.15.05,Bou-Azmou,08.577.03.05,Assoul,12.66
08.363.15.05,Bou-Azmou,08.577.05.29,Tilmi,22.5
08.363.15.07,Imilchil,08.363.17.13,Anemzi,21.03
08.363.15.07,Imilchil,08.577.05.29,Tilmi,23.21
08.363.15.09,Outerbat,08.577.03.05,Assoul,42.01
08.363.17.03,Agoudim,08.363.17.13,Anemzi,16.17
08.363.17.03,Agoudim,08.363.17.27,Tounfite,41.83
08.401.01.07,Ouarzazate,08.401.07.09,Tarmigt,30.23
08.401.01.09,Taznakht,08.401.03.11,Ouisselsate,18.11
08.401.03.01,Ait Zineb,08.401.03.03,Amerzgane,35.25
08.401.03.01,Ait Zineb,08.401.03.07,Ighrem N'ougdal,7.12
08.401.03.01,Ait Zineb,08.401.03.13,Siroua,5.44
08.401.03.01,Ait Zineb,08.401.03.15,Telouet,26.12
08.401.03.01,Ait Zineb,08.401.07.01,Ghassate,8.97
08.401.03.01,Ait Zineb,08.401.07.09,Tarmigt,36.52
08.401.03.03,Amerzgane,08.401.03.07,Ighrem N'ougdal,21.32
08.401.03.03,Amerzgane,08.401.03.09,Khouzama,2.39
08.401.03.03,Amerzgane,08.401.03.13,Siroua,21.1
08.401.03.03,Amerzgane,08.401.03.17,Tidili,23.35
08.401.03.05,Iznaguen,08.401.03.11,Ouisselsate,40.3
08.401.03.05,Iznaguen,09.541.07.01,Agadir Melloul,31.53
08.401.03.05,Iznaguen,09.541.07.07,Assaisse,13.05
08.401.03.05,Iznaguen,09.541.07.15,Sidi Hsaine,15.22
08.401.03.05,Iznaguen,09.551.05.01,Aguinane,39.53
08.401.03.05,Iznaguen,09.551.05.11,Tlite,29.86
08.401.03.07,Ighrem N'ougdal,08.401.03.15,Telouet,21.61
08.401.03.07,Ighrem N'ougdal,08.401.03.17,Tidili,24.7
08.401.03.09,Khouzama,08.401.03.13,Siroua,34.15
08.401.03.09,Khouzama,08.401.03.17,Tidili,38.96
08.401.03.09,Khouzama,09.541.07.05,Askaouen,10.68
08.401.03.09,Khouzama,09.541.07.17,Taouyalte,28.74
08.401.03.09,Khouzama,09.541.07.23,Toubkal,19.93
08.401.03.11,Ouisselsate,08.401.03.13,Siroua,46.33
08.401.03.11,Ouisselsate,08.401.07.09,Tarmigt,18.41
08.401.03.11,Ouisselsate,08.587.03.39,Tansifte,25.32
08.401.03.11,Ouisselsate,09.551.05.05,Allougoum,29.63
08.401.03.11,Ouisselsate,09.551.05.11,Tlite,19.55
08.401.03.13,Siroua,08.401.07.09,Tarmigt,12.6
08.401.03.13,Siroua,09.541.07.05,Askaouen,13
08.401.03.13,Siroua,09.541.07.07,Assaisse,12.58
08.401.03.15,Telouet,08.401.07.01,Ghassate,24.43
08.401.03.17,Tidili,09.541.07.23,Toubkal,12.72
08.401.07.01,Ghassate,08.401.07.03,Idelsane,6.88
08.401.07.01,Ghassate,08.401.07.07,Skoura Ahl El Oust,19.04
08.401.07.01,Ghassate,08.401.07.09,Tarmigt,37.06
08.401.07.01,Ghassate,08.401.07.11,Toundoute,29.42
08.401.07.03,Idelsane,08.401.07.07,Skoura Ahl El Oust,36.66
08.401.07.03,Idelsane,08.401.07.09,Tarmigt,10.99
08.401.07.03,Idelsane,08.587.03.01,Afella N'dra,19.67
08.401.07.03,Idelsane,08.587.03.39,Tansifte,15.55
08.401.07.05,Imi-N'oulaoune,08.401.07.11,Toundoute,70.55
08.401.07.05,Imi-N'oulaoune,08.577.09.15,Ighil N'oumgoun,16.95
08.401.07.07,Skoura Ahl El Oust,08.401.07.11,Toundoute,41.42
08.401.07.07,Skoura Ahl El Oust,08.577.09.11,Ait Sedrate Sahl El-Gharbia,27.08
08.401.07.07,Skoura Ahl El Oust,08.587.03.01,Afella N'dra,5.21
08.401.07.07,Skoura Ahl El Oust,08.587.03.03,Afra,14.83
08.401.07.09,Tarmigt,08.587.03.39,Tansifte,42.2
08.401.07.11,Toundoute,08.577.09.03,Ait Ouassif,13.16
08.401.07.11,Toundoute,08.577.09.11,Ait Sedrate Sahl El-Gharbia,0.33
08.401.07.11,Toundoute,08.577.09.15,Ighil N'oumgoun,16.27
08.577.01.03,Boumalne-Dades,08.577.05.13,Ait Youl,21.81
08.577.01.03,Boumalne-Dades,08.577.09.25,Souk Lakhmis Dades,13.76
08.577.01.05,Kalâat M'gouna,08.577.09.03,Ait Ouassif,4.64
08.577.01.05,Kalâat M'gouna,08.577.09.09,Ait Sedrate Sahl Charkia,8.57
08.577.01.05,Kalâat M'gouna,08.577.09.11,Ait Sedrate Sahl El-Gharbia,1.71
08.577.01.05,Kalâat M'gouna,08.577.09.25,Souk Lakhmis Dades,0.69
08.577.01.11,Tinghir,08.577.07.23,Ouaklim,8.71
08.577.01.11,Tinghir,08.577.07.27,Taghzoute N'ait Atta,8.31
08.577.01.11,Tinghir,08.577.07.31,Toudgha El Oulia,14.58
08.577.01.11,Tinghir,08.577.07.33,Toudgha Essoufla,9.18
08.577.02.05,Alnif,08.577.02.11,H'ssyia,27.74
08.577.02.05,Alnif,08.577.02.21,M'ssici,54.48
08.577.02.05,Alnif,08.577.05.17,Ikniouen,12.81
08.577.02.05,Alnif,08.577.07.01,Ait El Farsi,20.71
08.577.02.05,Alnif,08.587.11.41,Tazarine,7.35
08.577.02.11,H'ssyia,08.577.02.21,M'ssici,27.7
08.577.02.11,H'ssyia,08.587.11.05,Ait Boudaoud,3.66
08.577.02.11,H'ssyia,08.587.11.31,Taghbalte,57.49
08.577.02.11,H'ssyia,08.587.11.41,Tazarine,26.24
08.577.03.01,Ait Hani,08.577.03.05,Assoul,15.49
08.577.03.01,Ait Hani,08.577.05.05,Ait Sedrate Jbel El Oulia,4.54
08.577.03.01,Ait Hani,08.577.05.21,M'semrir,8.19
08.577.03.01,Ait Hani,08.577.05.29,Tilmi,32.45
08.577.03.01,Ait Hani,08.577.07.23,Ouaklim,18.25
08.577.03.01,Ait Hani,08.577.07.31,Toudgha El Oulia,10.26
08.577.05.05,Ait Sedrate Jbel El Oulia,08.577.05.07,Ait Sedrate Jebel Soufla,32.95
08.577.05.05,Ait Sedrate Jbel El Oulia,08.577.05.21,M'semrir,29.3
08.577.05.05,Ait Sedrate Jbel El Oulia,08.577.09.15,Ighil N'oumgoun,10.58
08.577.05.07,Ait Sedrate Jebel Soufla,08.577.05.13,Ait Youl,21.69
08.577.05.07,Ait Sedrate Jebel Soufla,08.577.07.19,Imider,17
08.577.05.07,Ait Sedrate Jebel Soufla,08.577.09.15,Ighil N'oumgoun,24.78
08.577.05.13,Ait Youl,08.577.05.17,Ikniouen,8.35
08.577.05.13,Ait Youl,08.577.07.19,Imider,26.72
08.577.05.13,Ait Youl,08.577.09.15,Ighil N'oumgoun,8.06
08.577.05.13,Ait Youl,08.577.09.25,Souk Lakhmis Dades,34.62
08.577.05.17,Ikniouen,08.577.07.01,Ait El Farsi,29.04
08.577.05.17,Ikniouen,08.577.07.19,Imider,9.26
08.577.05.17,Ikniouen,08.577.07.23,Ouaklim,24.81
08.577.05.17,Ikniouen,08.577.09.25,Souk Lakhmis Dades,1.41
08.577.05.17,Ikniouen,08.587.11.25,N'kob,14.54
08.577.05.17,Ikniouen,08.587.11.41,Tazarine,39.93
08.577.05.21,M'semrir,08.577.05.29,Tilmi,23.71
08.577.07.01,Ait El Farsi,08.577.07.27,Taghzoute N'ait Atta,31.39
08.577.07.19,Imider,08.577.07.23,Ouaklim,35.19
08.577.07.23,Ouaklim,08.577.07.27,Taghzoute N'ait Atta,8.88
08.577.07.23,Ouaklim,08.577.07.31,Toudgha El Oulia,16.72
08.577.07.23,Ouaklim,08.577.07.33,Toudgha Essoufla,5.62
08.577.07.27,Taghzoute N'ait Atta,08.577.07.31,Toudgha El Oulia,1.24
08.577.07.27,Taghzoute N'ait Atta,08.577.07.33,Toudgha Essoufla,14.66
08.577.09.03,Ait Ouassif,08.577.09.11,Ait Sedrate Sahl El-Gharbia,11.61
08.577.09.03,Ait Ouassif,08.577.09.15,Ighil N'oumgoun,17.2
08.577.09.03,Ait Ouassif,08.577.09.25,Souk Lakhmis Dades,12.49
08.577.09.09,Ait Sedrate Sahl Charkia,08.577.09.11,Ait Sedrate Sahl El-Gharbia,21.22
08.577.09.09,Ait Sedrate Sahl Charkia,08.577.09.25,Souk Lakhmis Dades,28.51
08.577.09.09,Ait Sedrate Sahl Charkia,08.587.11.07,Ait Ouallal,6.27
08.577.09.09,Ait Sedrate Sahl Charkia,08.587.11.25,N'kob,0.91
08.577.09.11,Ait Sedrate Sahl El-Gharbia,08.587.03.03,Afra,15.2
08.577.09.11,Ait Sedrate Sahl El-Gharbia,08.587.11.07,Ait Ouallal,10.68
08.577.09.25,Souk Lakhmis Dades,08.587.11.25,N'kob,13.04
08.587.01.01,Agdz,08.587.03.01,Afella N'dra,4.56
08.587.01.01,Agdz,08.587.03.21,Mezguita,0.69
08.587.01.01,Agdz,08.587.03.39,Tansifte,15.87
08.587.01.13,Zagora,08.587.07.11,Bni Zoli,4.59
08.587.01.13,Zagora,08.587.07.15,Errouha,10.83
08.587.01.13,Zagora,08.587.07.43,Ternata,20.03
08.587.01.13,Zagora,08.587.09.35,Tamegroute,2.49
08.587.03.01,Afella N'dra,08.587.03.03,Afra,24.32
08.587.03.01,Afella N'dra,08.587.03.21,Mezguita,1.34
08.587.03.01,Afella N'dra,08.587.03.39,Tansifte,20.61
08.587.03.03,Afra,08.587.03.21,Mezguita,10.69
08.587.03.03,Afra,08.587.03.27,Oulad Yahia Lagraire,16.56
08.587.03.03,Afra,08.587.03.37,Tamezmoute,51.7
08.587.03.03,Afra,08.587.03.39,Tansifte,17.88
08.587.03.21,Mezguita,08.587.03.39,Tansifte,14.89
08.587.03.27,Oulad Yahia Lagraire,08.587.03.37,Tamezmoute,25.63
08.587.03.27,Oulad Yahia Lagraire,08.587.03.39,Tansifte,26.39
08.587.03.27,Oulad Yahia Lagraire,08.587.07.13,Bouzeroual,11.61
08.587.03.27,Oulad Yahia Lagraire,08.587.07.29,Taftechna,8.09
08.587.03.27,Oulad Yahia Lagraire,08.587.07.45,Tinzouline,38.65
08.587.03.37,Tamezmoute,08.587.07.29,Taftechna,15.27
08.587.03.37,Tamezmoute,08.587.11.07,Ait Ouallal,45.85
08.587.03.39,Tansifte,08.587.07.09,Bleida,25.93
08.587.03.39,Tansifte,08.587.07.45,Tinzouline,0.99
08.587.03.39,Tansifte,09.551.05.05,Allougoum,26.06
08.587.07.09,Bleida,08.587.07.43,Ternata,17.85
08.587.07.09,Bleida,08.587.07.45,Tinzouline,51.01
08.587.07.09,Bleida,08.587.09.33,Tagounite,29.81
08.587.07.09,Bleida,09.551.05.05,Allougoum,68.25
08.587.07.11,Bni Zoli,08.587.07.13,Bouzeroual,11.75
08.587.07.11,Bni Zoli,08.587.07.15,Errouha,22.4
08.587.07.11,Bni Zoli,08.587.07.29,Taftechna,23.64
08.587.07.11,Bni Zoli,08.587.07.43,Ternata,10.01
08.587.07.13,Bouzeroual,08.587.07.29,Taftechna,3.87
08.587.07.13,Bouzeroual,08.587.07.45,Tinzouline,21.12
08.587.07.15,Errouha,08.587.07.29,Taftechna,10.25
08.587.07.15,Errouha,08.587.09.35,Tamegroute,20.73
08.587.07.15,Errouha,08.587.11.05,Ait Boudaoud,15.95
08.587.07.15,Errouha,08.587.11.31,Taghbalte,5.14
08.587.07.15,Errouha,08.587.11.41,Tazarine,9.33
08.587.07.29,Taftechna,08.587.11.07,Ait Ouallal,36.39
08.587.07.29,Taftechna,08.587.11.41,Tazarine,7.11
08.587.07.43,Ternata,08.587.07.45,Tinzouline,29.89
08.587.07.43,Ternata,08.587.09.33,Tagounite,11.89
08.587.07.43,Ternata,08.587.09.35,Tamegroute,27.31
08.587.09.17,Fezouata,08.587.09.19,Ktaoua,32.16
08.587.09.17,Fezouata,08.587.09.33,Tagounite,21.64
08.587.09.17,Fezouata,08.587.09.35,Tamegroute,28.71
08.587.09.19,Ktaoua,08.587.09.33,Tagounite,51.53
08.587.09.19,Ktaoua,08.587.09.35,Tamegroute,2.92
08.587.09.19,Ktaoua,08.587.11.31,Taghbalte,36.66
08.587.09.23,M'hamid El Ghizlane,08.587.09.33,Tagounite,127.06
08.587.09.23,M'hamid El Ghizlane,09.551.05.05,Allougoum,48.48
08.587.09.33,Tagounite,08.587.09.35,Tamegroute,28.14
08.587.09.33,Tagounite,09.551.05.05,Allougoum,15.62
08.587.09.35,Tamegroute,08.587.11.31,Taghbalte,9.18
08.587.11.05,Ait Boudaoud,08.587.11.31,Taghbalte,58.49
08.587.11.05,Ait Boudaoud,08.587.11.41,Tazarine,41.49
08.587.11.07,Ait Ouallal,08.587.11.25,N'kob,51.58
08.587.11.07,Ait Ouallal,08.587.11.41,Tazarine,45.17
08.587.11.25,N'kob,08.587.11.41,Tazarine,13.86
09.001.01.01,Agadir,09.001.05.09,Drargua,20.56
09.001.01.01,Agadir,09.001.07.03,Aourir,6.33
09.001.01.01,Agadir,09.273.01.05,Ait Melloul,2.26
09.001.01.01,Agadir,09.273.01.13,Dcheira El Jihadia,12.84
09.001.01.01,Agadir,09.273.01.15,Inezgane,5.25
09.001.01.01,Agadir,09.273.01.17,Lqliaa,2.52
09.001.05.01,Amskroud,09.001.05.09,Drargua,26.23
09.001.05.01,Amskroud,09.001.05.11,Idmine,19.3
09.001.05.01,Amskroud,09.001.07.05,Aqsri,6.92
09.001.05.01,Amskroud,09.273.05.19,Oulad Dahou,2.35
09.001.05.01,Amskroud,09.541.11.09,Eddir,8.9
09.001.05.01,Amskroud,09.541.11.15,Issen,7.71
09.001.05.09,Drargua,09.001.07.03,Aourir,13.76
09.001.05.09,Drargua,09.001.07.05,Aqsri,3.85
09.001.05.09,Drargua,09.273.01.05,Ait Melloul,3.58
09.001.05.09,Drargua,09.273.05.19,Oulad Dahou,6.61
09.001.05.09,Drargua,09.273.05.27,Temsia,10.23
09.001.05.11,Idmine,09.001.07.05,Aqsri,14.1
09.001.05.11,Idmine,09.001.07.13,Imouzzer,2.14
09.001.05.11,Idmine,09.001.07.29,Tiqqi,11.87
09.001.05.11,Idmine,09.541.11.07,Bigoudine,10.21
09.001.05.11,Idmine,09.541.11.09,Eddir,5.77
09.001.07.03,Aourir,09.001.07.05,Aqsri,9.51
09.001.07.03,Aourir,09.001.07.23,Taghazout,13.08
09.001.07.05,Aqsri,09.001.07.13,Imouzzer,18.64
09.001.07.05,Aqsri,09.001.07.23,Taghazout,8.17
09.001.07.07,Aziar,09.001.07.13,Imouzzer,14.06
09.001.07.07,Aziar,09.001.07.21,Tadrart,16.57
09.001.07.07,Aziar,09.001.07.25,Tamri,10.55
09.001.07.13,Imouzzer,09.001.07.21,Tadrart,4.99
09.001.07.13,Imouzzer,09.001.07.23,Taghazout,15.23
09.001.07.13,Imouzzer,09.001.07.25,Tamri,23.82
09.001.07.13,Imouzzer,09.001.07.29,Tiqqi,9.5
09.001.07.15,Imsouane,09.001.07.25,Tamri,15.13
09.001.07.21,Tadrart,09.001.07.29,Tiqqi,21.44
09.001.07.23,Taghazout,09.001.07.25,Tamri,7.83
09.001.07.29,Tiqqi,09.541.11.07,Bigoudine,19.63
09.163.01.01,Ait Amira,09.163.01.27,Sidi Bibi,18.84
09.163.01.01,Ait Amira,09.163.05.11,Belfaâ,5.82
09.163.01.01,Ait Amira,09.163.05.19,Inchaden,18.29
09.163.01.01,Ait Amira,09.163.07.23,Oued Essafa,22.08
09.163.01.01,Ait Amira,09.163.07.29,Sidi Boushab,5.78
09.163.01.03,Ait Baha,09.163.03.05,Ait Mzal,3.91
09.163.01.03,Ait Baha,09.163.03.07,Ait Ouadrim,1.55
09.163.01.11,Biougra,09.163.07.23,Oued Essafa,13.07
09.163.01.27,Sidi Bibi,09.163.05.19,Inchaden,8.35
09.163.01.27,Sidi Bibi,09.163.07.23,Oued Essafa,5.01
09.163.01.27,Sidi Bibi,09.273.01.17,Lqliaa,15.54
09.163.03.05,Ait Mzal,09.163.03.07,Ait Ouadrim,15.75
09.163.03.05,Ait Mzal,09.163.03.13,Hilala,7.12
09.163.03.05,Ait Mzal,09.163.03.35,Targua-Ntouchka,2.43
09.163.03.05,Ait Mzal,09.163.03.37,Tassegdelt,7.63
09.163.03.05,Ait Mzal,09.163.03.39,Tizi Ntakoucht,10.53
09.163.03.05,Ait Mzal,09.163.07.17,Imi-Mqourn,6.48
09.163.03.07,Ait Ouadrim,09.163.03.25,Sidi Abdallah El Bouchouari,13.01
09.163.03.07,Ait Ouadrim,09.163.03.35,Targua-Ntouchka,10.78
09.163.03.07,Ait Ouadrim,09.163.05.03,Ait Milk,2.55
09.163.03.07,Ait Ouadrim,09.163.07.29,Sidi Boushab,19.81
09.163.03.09,Aouguenz,09.163.03.15,Ida-Ougnidif,8.07
09.163.03.09,Aouguenz,09.163.03.25,Sidi Abdallah El Bouchouari,15.47
09.163.03.09,Aouguenz,09.163.03.33,Tanalt,19.85
09.163.03.09,Aouguenz,09.163.03.35,Targua-Ntouchka,25.84
09.163.03.09,Aouguenz,09.163.03.39,Tizi Ntakoucht,2.65
09.163.03.09,Aouguenz,09.581.03.05,Arbaa Ait Ahmed,9.81
09.163.03.09,Aouguenz,09.581.03.17,Tnine Aday,5.7
09.163.03.13,Hilala,09.163.03.15,Ida-Ougnidif,7.15
09.163.03.13,Hilala,09.163.03.37,Tassegdelt,19.14
09.163.03.13,Hilala,09.163.03.39,Tizi Ntakoucht,8.17
09.163.03.13,Hilala,09.541.03.21,Tabia,13.4
09.163.03.13,Hilala,09.541.05.33,Tidsi-Nissendalene,10.43
09.163.03.15,Ida-Ougnidif,09.163.03.33,Tanalt,4.47
09.163.03.15,Ida-Ougnidif,09.163.03.39,Tizi Ntakoucht,13.11
09.163.03.15,Ida-Ougnidif,09.541.03.19,Sidi Mzal,16.47
09.163.03.15,Ida-Ougnidif,09.541.03.21,Tabia,16.15
09.163.03.15,Ida-Ougnidif,09.581.09.05,Ammelne,2.37
09.163.03.25,Sidi Abdallah El Bouchouari,09.163.03.35,Targua-Ntouchka,9.66
09.163.03.25,Sidi Abdallah El Bouchouari,09.163.05.03,Ait Milk,36.2
09.163.03.25,Sidi Abdallah El Bouchouari,09.581.03.05,Arbaa Ait Ahmed,18.23
09.163.03.25,Sidi Abdallah El Bouchouari,09.581.11.01,Arbaa Rasmouka,1.14
09.163.03.33,Tanalt,09.581.03.11,Tafraout El Mouloud,1.89
09.163.03.33,Tanalt,09.581.03.15,Tizoughrane,6.27
09.163.03.33,Tanalt,09.581.03.17,Tnine Aday,11.53
09.163.03.33,Tanalt,09.581.09.05,Ammelne,15.83
09.163.03.33,Tanalt,09.581.09.07,Irigh N'tahala,2.16
09.163.03.35,Targua-Ntouchka,09.163.03.39,Tizi Ntakoucht,8.48
09.163.03.37,Tassegdelt,09.163.07.17,Imi-Mqourn,28.16
09.163.03.37,Tassegdelt,09.541.05.33,Tidsi-Nissendalene,18.11
09.163.05.03,Ait Milk,09.163.05.11,Belfaâ,29.88
09.163.05.03,Ait Milk,09.163.07.29,Sidi Boushab,10.59
09.163.05.03,Ait Milk,09.581.11.01,Arbaa Rasmouka,9.79
09.163.05.11,Belfaâ,09.163.05.19,Inchaden,17.5
09.163.05.11,Belfaâ,09.163.05.21,Massa,9.01
09.163.05.11,Belfaâ,09.163.05.31,Sidi Ouassay,5.14
09.163.05.11,Belfaâ,09.163.07.29,Sidi Boushab,0.32
09.163.05.11,Belfaâ,09.581.11.01,Arbaa Rasmouka,6.32
09.163.05.11,Belfaâ,09.581.11.07,El Maader El Kabir,7.19
09.163.05.19,Inchaden,09.163.05.31,Sidi Ouassay,12.15
09.163.05.21,Massa,09.163.05.31,Sidi Ouassay,11.72
09.163.05.21,Massa,09.581.11.07,El Maader El Kabir,22.17
09.163.07.17,Imi-Mqourn,09.163.07.23,Oued Essafa,18.65
09.163.07.17,Imi-Mqourn,09.163.07.29,Sidi Boushab,14.27
09.163.07.17,Imi-Mqourn,09.541.05.01,Ahl Ramel,10.83
09.163.07.17,Imi-Mqourn,09.541.05.17,Lagfifat,3.82
09.163.07.17,Imi-Mqourn,09.541.05.33,Tidsi-Nissendalene,1.87
09.163.07.23,Oued Essafa,09.163.07.29,Sidi Boushab,14.74
09.163.07.23,Oued Essafa,09.273.01.17,Lqliaa,10.41
09.163.07.23,Oued Essafa,09.273.05.19,Oulad Dahou,3.05
09.163.07.23,Oued Essafa,09.273.05.27,Temsia,9.54
09.163.07.23,Oued Essafa,09.541.05.17,Lagfifat,9.88
09.273.01.05,Ait Melloul,09.273.01.15,Inezgane,4.43
09.273.01.05,Ait Melloul,09.273.01.17,Lqliaa,15
09.273.01.05,Ait Melloul,09.273.05.27,Temsia,2.23
09.273.01.13,Dcheira El Jihadia,09.273.01.15,Inezgane,3.67
09.273.01.15,Inezgane,09.273.01.17,Lqliaa,5.32
09.273.01.17,Lqliaa,09.273.05.27,Temsia,4.38
09.273.05.19,Oulad Dahou,09.273.05.27,Temsia,7.79
09.273.05.19,Oulad Dahou,09.541.05.17,Lagfifat,9.68
09.273.05.19,Oulad Dahou,09.541.05.27,Sidi Boumoussa,6.78
09.273.05.19,Oulad Dahou,09.541.11.15,Issen,4.97
09.541.01.01,Ait Iaaza,09.541.09.15,Freija,4.03
09.541.01.01,Ait Iaaza,09.541.09.45,Sidi Dahmane,12.56
09.541.01.02,Aoulouz,09.541.04.13,El Faid,19.82
09.541.01.02,Aoulouz,09.541.04.21,Ida-Ougoummad,11.73
09.541.01.02,Aoulouz,09.541.04.47,Sidi Ouaaziz,7.01
09.541.01.02,Aoulouz,09.541.07.09,Assaki,10.78
09.541.01.02,Aoulouz,09.541.07.65,Tisrasse,12.13
09.541.01.03,El Guerdane,09.541.05.19,Lakhnafif,11.56
09.541.01.03,El Guerdane,09.541.05.21,Lamhadi,13.55
09.541.01.05,Irherm,09.541.03.01,Adar,6.67
09.541.01.05,Irherm,09.541.03.09,Imaouen,11.31
09.541.01.05,Irherm,09.541.03.15,Oualqadi,6.72
09.541.01.05,Irherm,09.541.03.17,Sidi Boaal,19.08
09.541.01.05,Irherm,09.541.03.25,Tindine,2.41
09.541.01.05,Irherm,09.541.03.27,Tisfane,9.89
09.541.01.07,Oulad Berhil,09.541.04.17,Ida Ou Gailal,2.55
09.541.01.07,Oulad Berhil,09.541.04.23,Igli,3.08
09.541.01.07,Oulad Berhil,09.541.04.25,Igoudar Mnabha,15.02
09.541.01.09,Oulad Teima,09.541.05.11,El Koudia El Beida,7.89
09.541.01.09,Oulad Teima,09.541.05.25,Sidi Ahmed Ou Amar,8.45
09.541.01.09,Oulad Teima,09.541.05.27,Sidi Boumoussa,11.43
09.541.01.11,Taliouine,09.541.07.09,Assaki,12.61
09.541.01.11,Taliouine,09.541.07.19,Tassousfi,7.88
09.541.01.11,Taliouine,09.541.07.25,Zagmouzen,2.93
09.541.01.13,Taroudannt,09.541.09.05,Ait Makhlouf,6.05
09.541.01.13,Taroudannt,09.541.09.43,Sidi Borja,8.18
09.541.01.13,Taroudannt,09.541.09.45,Sidi Dahmane,6.32
09.541.01.13,Taroudannt,09.541.09.55,Tamaloukte,6.2
09.541.01.13,Taroudannt,09.541.11.01,Ahmar Laglalcha,15.09
09.541.03.01,Adar,09.541.03.07,Azaghar N'irs,45.29
09.541.03.01,Adar,09.541.03.11,Imi N'tayart,26.44
09.541.03.01,Adar,09.541.03.15,Oualqadi,1.67
09.541.03.01,Adar,09.541.03.17,Sidi Boaal,19.33
09.541.03.01,Adar,09.551.07.07,Tagmout,9.72
09.541.03.03,Ait Abdallah,09.541.03.19,Sidi Mzal,25.98
09.541.03.03,Ait Abdallah,09.541.03.31,Toumliline,11.44
09.541.03.03,Ait Abdallah,09.551.07.03,Issafen,27.64
09.541.03.03,Ait Abdallah,09.581.09.01,Afella Ighir,6.88
09.541.03.03,Ait Abdallah,09.581.09.05,Ammelne,0.93
09.541.03.03,Ait Abdallah,09.581.09.11,Tassrirt,8.37
09.541.03.05,Amalou,09.541.03.23,Tataoute,16.77
09.541.03.05,Amalou,09.541.03.25,Tindine,19.23
09.541.03.05,Amalou,09.541.05.05,Assads,10.92
09.541.03.05,Amalou,09.541.09.11,Bounrar,9.6
09.541.03.05,Amalou,09.541.09.57,Tazemmourt,4.6
09.541.03.07,Azaghar N'irs,09.541.03.11,Imi N'tayart,4.21
09.541.03.07,Azaghar N'irs,09.541.04.13,El Faid,7.6
09.541.03.07,Azaghar N'irs,09.541.04.69,Toughmart,19.06
09.541.03.07,Azaghar N'irs,09.541.07.11,Azrar,34.59
09.541.03.07,Azaghar N'irs,09.541.07.21,Tizgzaouine,20.72
09.541.03.07,Azaghar N'irs,09.551.05.07,Ibn Yacoub,8.17
09.541.03.07,Azaghar N'irs,09.551.07.07,Tagmout,17.63
09.541.03.07,Azaghar N'irs,09.551.07.09,Tigzmerte,11.6
09.541.03.09,Imaouen,09.541.03.17,Sidi Boaal,9.08
09.541.03.09,Imaouen,09.541.03.25,Tindine,15.72
09.541.03.09,Imaouen,09.541.03.31,Toumliline,6.84
09.541.03.09,Imaouen,09.551.07.03,Issafen,12.61
09.541.03.11,Imi N'tayart,09.541.03.13,Nihit,11.94
09.541.03.11,Imi N'tayart,09.541.03.15,Oualqadi,10.04
09.541.03.11,Imi N'tayart,09.541.04.69,Toughmart,12.91
09.541.03.13,Nihit,09.541.03.15,Oualqadi,11.09
09.541.03.13,Nihit,09.541.03.27,Tisfane,6.56
09.541.03.13,Nihit,09.541.04.69,Toughmart,11.34
09.541.03.13,Nihit,09.541.09.41,Sidi Ahmed Ou Abdallah,15.77
